,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
2920,2017,2393.0,147.8,7.0,17.65,1,0,0,0,1
2921,2013,1399.0,68.1,5.0,2.5,1,0,0,0,1
2922,2015,1364.0,67.05,5.0,6.0,1,0,0,0,1
2923,2018,2523.0,63.0,7.0,8.25,1,0,0,0,1
2924,2018,2179.0,187.7,5.0,44.83,1,0,0,0,0
2925,2011,1995.0,181.0,5.0,10.5,1,0,0,0,0
2926,2008,1495.0,94.0,5.0,1.9,0,0,0,1,1
2927,2016,998.0,67.04,5.0,4.25,0,0,0,1,0
2928,2014,2179.0,187.7,5.0,26.5,1,0,0,0,0
2929,2013,2698.0,179.5,5.0,22.5,1,0,0,0,0
2930,2011,1461.0,63.1,5.0,3.3,1,0,0,0,1
2931,2015,1198.0,86.7,5.0,4.3,0,0,0,1,1
2932,2012,1461.0,83.8,5.0,5.25,1,0,0,0,1
2933,2015,2494.0,100.6,8.0,11.75,1,0,0,0,1
2934,2014,1198.0,86.7,5.0,4.25,0,0,0,1,1
2935,2012,2143.0,204.0,5.0,14.22,1,0,0,0,0
2936,2015,1197.0,78.9,5.0,4.2,0,0,0,1,1
2937,2017,2755.0,171.5,8.0,18.25,1,0,0,0,0
2938,2013,2148.0,170.0,5.0,18.5,1,0,0,0,1
2939,2008,1298.0,88.2,5.0,2.4,0,0,0,1,1
2940,2016,1248.0,74.0,5.0,6.5,1,0,0,0,1
2941,2014,1086.0,62.1,5.0,3.2,0,0,1,0,1
2942,2015,998.0,67.04,5.0,3.99,0,0,0,1,0
2943,2014,1498.0,89.84,5.0,5.45,1,0,0,0,1
2944,2010,1248.0,90.0,5.0,2.7,1,0,0,0,1
2945,2016,1498.0,98.6,5.0,6.25,1,0,0,0,1
2946,2016,2179.0,140.0,7.0,13.28,1,0,0,0,1
2947,2012,1461.0,63.1,5.0,3.7,1,0,0,0,1
2948,2018,2143.0,167.62,5.0,39.51,1,0,0,0,0
2949,2010,1248.0,90.0,5.0,1.4,1,0,0,0,1
2950,2014,1248.0,74.0,5.0,3.5,1,0,0,0,1
2951,2012,1197.0,85.8,5.0,3.78,0,0,0,1,1
2952,2015,1405.0,69.01,5.0,2.7,1,0,0,0,1
2953,2013,1498.0,98.6,5.0,3.2,1,0,0,0,1
2954,2016,1197.0,81.8,5.0,5.0,0,0,0,1,1
2955,2012,1248.0,88.8,7.0,7.0,1,0,0,0,1
2956,2014,1197.0,82.0,5.0,2.85,0,0,0,1,1
2957,2016,1198.0,67.04,5.0,4.25,0,0,0,1,1
2958,2014,1197.0,82.0,5.0,4.9,0,0,0,1,1
2959,2017,1956.0,170.0,5.0,16.9,1,0,0,0,1
2960,2014,1199.0,73.9,5.0,4.25,1,0,0,0,1
2961,2015,1198.0,86.7,5.0,4.34,0,0,0,1,0
2962,2012,1995.0,184.0,5.0,17.0,1,0,0,0,0
2963,2017,1995.0,184.0,5.0,28.45,1,0,0,0,0
2964,2014,1497.0,116.3,5.0,6.15,0,0,0,1,0
2965,2014,2696.0,162.0,7.0,9.25,1,0,0,0,1
2966,2015,1248.0,74.0,5.0,4.85,1,0,0,0,1
2967,2014,1248.0,74.0,5.0,4.8,1,0,0,0,1
2968,2012,1198.0,86.8,5.0,2.3,0,0,0,1,1
2969,2016,1197.0,82.0,5.0,4.75,0,0,0,1,1
2970,2017,1248.0,74.0,5.0,5.0,1,0,0,0,1
2971,2015,814.0,55.2,5.0,2.5,0,0,0,1,1
2972,2017,1197.0,81.83,5.0,5.95,0,0,0,1,1
2973,2014,1984.0,181.0,5.0,16.0,1,0,0,0,0
2974,2014,1498.0,89.84,5.0,6.15,1,0,0,0,1
2975,2014,1197.0,85.8,5.0,4.05,0,0,0,1,1
2976,2010,1396.0,90.0,5.0,3.1,1,0,0,0,1
2977,2013,1197.0,81.8,5.0,5.49,0,0,0,1,1
2978,2010,4806.0,394.3,4.0,42.91,0,0,0,1,0
2979,2015,1248.0,75.0,5.0,5.7,1,0,0,0,1
2980,2014,1198.0,86.8,5.0,2.85,0,0,0,1,1
2981,2012,1199.0,79.4,5.0,2.35,0,0,0,1,1
2982,2018,1591.0,121.3,5.0,14.76,0,0,0,1,0
2983,2008,1497.0,78.0,5.0,2.25,0,0,0,1,1
2984,2016,1197.0,85.8,5.0,3.65,0,0,0,1,1
2985,2016,1498.0,98.59,5.0,7.25,1,0,0,0,1
2986,2010,1995.0,170.0,5.0,10.69,1,0,0,0,0
2987,2014,1591.0,121.3,5.0,5.5,0,0,0,1,1
2988,2005,2494.0,102.0,8.0,5.1,1,0,0,0,1
2989,2014,998.0,67.04,5.0,3.25,0,0,0,1,1
2990,2018,1248.0,88.5,7.0,9.25,1,0,0,0,1
2991,2008,796.0,46.3,5.0,1.7,0,0,0,1,1
2992,2010,998.0,66.1,5.0,2.87,0,0,0,1,1
2993,2009,2993.0,235.0,5.0,17.75,1,0,0,0,0
2994,2017,1198.0,82.0,5.0,4.5,0,0,0,1,1
2995,2008,1197.0,80.0,5.0,2.95,0,0,0,1,0
2996,2007,1799.0,130.0,5.0,2.6,0,0,0,1,0
2997,2010,1197.0,78.9,5.0,3.0,0,0,0,1,1
2998,2014,2143.0,170.0,5.0,15.5,1,0,0,0,0
2999,2011,1496.0,88.73,5.0,2.8,0,0,0,1,1
3000,2010,1497.0,118.0,5.0,2.5,0,0,0,1,1
3001,2014,1248.0,74.0,5.0,5.75,1,0,0,0,1
3002,2010,1197.0,81.8,5.0,2.8,0,0,0,1,1
3003,2014,1591.0,121.3,5.0,4.59,0,0,0,1,1
3004,2012,1248.0,73.94,5.0,3.65,1,0,0,0,1
3005,2015,2982.0,168.5,7.0,19.85,1,0,0,0,1
3006,2018,1956.0,170.0,5.0,18.5,1,0,0,0,1
3007,2017,1197.0,81.83,5.0,6.95,0,0,0,1,1
3008,2014,998.0,58.16,5.0,2.85,0,0,0,0,1
3009,2012,2179.0,138.0,7.0,3.75,1,0,0,0,1
3010,2008,1248.0,73.9,5.0,2.3,1,0,0,0,1
3011,2016,1396.0,69.01,5.0,2.3,1,0,0,0,1
3012,2016,1248.0,74.0,5.0,5.95,1,0,0,0,1
3013,2016,998.0,67.04,5.0,3.49,0,0,0,1,0
3014,2016,2993.0,258.0,5.0,47.7,1,0,0,0,0
3015,2015,1198.0,74.0,5.0,6.43,0,0,0,1,1
3016,2011,2179.0,138.03,7.0,4.5,1,0,0,0,1
3017,2018,1598.0,181.0,4.0,39.75,0,0,0,1,0
3018,2015,1196.0,70.0,5.0,4.0,0,0,0,1,1
3019,2015,1498.0,98.6,5.0,6.98,1,0,0,0,1
3020,2006,1991.0,112.0,7.0,1.75,1,0,0,0,1
3021,2013,1968.0,108.5,5.0,4.75,1,0,0,0,1
3022,2016,2982.0,171.0,7.0,23.5,1,0,0,0,1
3023,2014,1582.0,126.32,5.0,7.49,1,0,0,0,1
3024,2015,2179.0,140.0,7.0,10.85,1,0,0,0,1
3025,2017,799.0,53.3,5.0,3.5,0,0,0,1,1
3026,2015,1197.0,81.83,5.0,6.3,0,0,0,1,1
3027,2012,1497.0,116.3,5.0,6.75,0,0,0,1,0
3028,2017,3198.0,197.0,7.0,28.88,1,0,0,0,0
3029,2016,1798.0,157.75,5.0,14.23,0,0,0,1,0
3030,2012,1995.0,190.0,5.0,15.0,1,0,0,0,0
3031,2013,1373.0,80.9,7.0,5.8,0,0,0,0,1
3032,2013,1248.0,73.94,5.0,3.75,1,0,0,0,1
3034,2011,2982.0,171.0,7.0,12.75,1,0,0,0,1
3035,2009,1298.0,88.2,5.0,1.95,0,0,0,1,1
3036,2018,1199.0,84.0,5.0,4.95,0,0,0,1,1
3037,2015,1497.0,117.3,5.0,8.25,0,0,0,1,0
3038,2013,1995.0,170.0,5.0,20.99,1,0,0,0,0
3039,2010,2143.0,203.0,5.0,17.5,1,0,0,0,0
3040,2015,1248.0,74.0,5.0,5.36,1,0,0,0,1
3041,2014,1373.0,93.7,7.0,6.35,0,0,0,1,1
3042,2011,1591.0,121.3,5.0,2.95,0,0,0,1,1
3043,2019,2179.0,147.5,5.0,55.7,1,0,0,0,0
3044,2009,1086.0,62.0,5.0,1.15,0,0,0,1,1
3045,2017,2143.0,167.62,5.0,37.5,1,0,0,0,0
3046,2017,1197.0,78.9,5.0,4.07,0,0,0,1,1
3047,2012,1199.0,73.9,5.0,2.99,1,0,0,0,1
3048,2017,1248.0,88.5,5.0,7.9,1,0,0,0,1
3049,2016,1461.0,83.8,5.0,7.49,1,0,0,0,1
3050,2009,1248.0,75.0,5.0,1.1,1,0,0,0,1
3051,2016,2987.0,254.8,7.0,56.0,1,0,0,0,0
3052,2016,1186.0,73.97,5.0,3.5,1,0,0,0,1
3053,2008,1493.0,110.0,5.0,3.0,1,0,0,0,1
3054,2014,1591.0,121.3,5.0,6.1,0,0,0,1,1
3055,2010,1196.0,70.0,5.0,2.25,0,0,0,1,1
3056,2016,1248.0,74.0,5.0,5.95,1,0,0,0,1
3057,2013,1461.0,63.12,5.0,4.95,1,0,0,0,1
3058,2015,1198.0,74.0,5.0,5.49,0,0,0,1,1
3059,2019,1995.0,190.0,5.0,6.67,1,0,0,0,0
3060,2015,1598.0,103.52,5.0,6.25,0,0,0,1,1
3062,2014,2967.0,241.4,7.0,34.88,1,0,0,0,0
3063,2016,1248.0,88.5,5.0,6.9,1,0,0,0,1
3064,2014,1498.0,98.6,5.0,5.99,1,0,0,0,1
3065,2010,3498.0,272.0,5.0,10.4,0,0,0,1,0
3066,2012,2967.0,241.38,5.0,29.0,1,0,0,0,0
3067,2016,2179.0,118.3,7.0,5.85,1,0,0,0,1
3068,2006,1493.0,100.0,5.0,2.21,0,0,0,1,0
3069,2010,1586.0,103.3,5.0,2.4,0,0,0,1,1
3070,2009,1798.0,138.1,5.0,3.0,0,0,0,1,1
3071,2012,1598.0,103.6,5.0,3.75,0,0,0,1,0
3072,2015,814.0,55.2,5.0,2.95,0,0,0,1,1
3073,2011,1968.0,108.5,5.0,5.8,1,0,0,0,1
3074,2012,1248.0,74.0,5.0,4.9,1,0,0,0,1
3075,2018,1798.0,138.03,5.0,16.95,0,0,0,1,0
3076,2013,2494.0,100.0,8.0,12.5,1,0,0,0,1
3077,2017,1047.0,69.0,5.0,5.0,1,0,0,0,1
3078,2015,1598.0,103.52,5.0,4.68,0,0,0,1,1
3079,2016,3198.0,197.0,7.0,29.8,1,0,0,0,0
3080,2017,799.0,53.3,5.0,3.46,0,0,0,1,1
3081,2012,1396.0,90.0,5.0,4.0,1,0,0,0,1
3082,2012,1896.0,106.0,5.0,4.5,1,0,0,0,1
3083,2013,1364.0,87.2,5.0,5.87,1,0,0,0,1
3084,2015,2179.0,120.0,8.0,9.5,1,0,0,0,1
3085,2013,1968.0,174.3,5.0,32.5,1,0,0,0,0
3086,2014,1248.0,73.8,8.0,3.88,1,0,0,0,1
3087,2013,1995.0,190.0,5.0,13.08,1,0,0,0,0
3088,2012,1461.0,84.8,5.0,3.5,1,0,0,0,1
3089,2010,2354.0,177.6,5.0,3.5,0,0,0,1,1
3090,2010,1493.0,110.0,5.0,4.45,1,0,0,0,1
3091,2015,796.0,34.2,8.0,2.35,0,0,0,1,1
3092,2015,1497.0,117.3,5.0,5.0,0,0,0,1,1
3093,2012,2967.0,241.4,5.0,28.0,1,0,0,0,0
3094,2007,1388.0,68.0,5.0,2.0,0,0,0,1,1
3095,2015,1396.0,88.73,5.0,6.35,1,0,0,0,1
3096,2015,2143.0,201.1,5.0,24.63,1,0,0,0,0
3097,2012,998.0,58.2,5.0,3.0,0,0,0,0,1
3098,2016,1498.0,98.59,5.0,7.9,1,0,0,0,1
3099,2011,1197.0,80.0,5.0,3.25,0,0,0,1,1
3100,2016,1497.0,117.3,5.0,8.25,0,0,0,1,1
3101,2011,1461.0,63.1,5.0,2.85,1,0,0,0,1
3102,2010,1399.0,68.0,5.0,3.2,1,0,0,0,1
3103,2013,1198.0,75.0,5.0,1.75,0,0,0,1,1
3105,2009,2354.0,177.6,5.0,5.75,0,0,0,1,1
3106,2010,1798.0,157.75,5.0,4.7,0,0,0,1,0
3107,2017,796.0,35.0,5.0,2.9,0,0,0,1,1
3108,2012,1396.0,88.8,5.0,4.25,1,0,0,0,1
3109,2017,1582.0,126.2,5.0,14.5,1,0,0,0,0
3110,2016,1248.0,74.0,5.0,5.34,1,0,0,0,1
3111,2014,1248.0,74.0,5.0,3.85,1,0,0,0,1
3112,2009,2494.0,102.0,8.0,8.5,1,0,0,0,1
3113,2016,1120.0,71.0,5.0,4.2,1,0,0,0,1
3114,2016,1248.0,88.7,7.0,6.75,1,0,0,0,1
3115,2016,3198.0,197.2,7.0,26.0,1,0,0,0,0
3116,2019,1396.0,88.73,5.0,8.61,1,0,0,0,1
3117,2009,998.0,67.1,5.0,1.46,0,0,0,1,1
3118,2011,1248.0,73.9,5.0,2.8,1,0,0,0,1
3119,2018,998.0,58.2,4.0,4.0,0,0,0,0,1
3120,2014,1497.0,118.0,5.0,5.47,0,0,0,1,1
3121,2009,1298.0,85.8,5.0,2.45,0,0,0,1,1
3122,2014,1995.0,184.0,5.0,21.5,1,0,0,0,0
3123,2010,1368.0,90.0,5.0,1.38,0,0,0,1,1
3124,2016,2179.0,140.0,7.0,13.5,1,0,0,0,1
3125,2009,1197.0,78.9,5.0,3.1,0,0,0,1,0
3126,2016,1197.0,83.1,5.0,5.49,0,0,0,1,1
3127,2017,1248.0,88.5,5.0,9.51,1,0,0,0,1
3128,2012,1196.0,70.02,5.0,2.39,0,0,0,1,1
3129,2014,998.0,67.04,5.0,3.25,0,0,0,0,1
3130,2014,1197.0,103.5,5.0,5.65,0,0,0,1,0
3131,2010,2489.0,93.7,7.0,1.85,1,0,0,0,1
3132,2019,2995.0,340.0,5.0,2.02,0,0,0,1,0
3133,2013,1248.0,73.9,5.0,5.8,1,0,0,0,1
3134,2017,1199.0,74.0,5.0,6.9,0,0,0,1,1
3135,2013,1591.0,121.3,5.0,5.35,0,0,0,1,1
3136,2010,1086.0,68.05,5.0,2.85,0,0,0,1,1
3137,2014,2143.0,204.0,5.0,22.75,1,0,0,0,0
3138,1998,993.0,60.0,5.0,0.45,0,0,0,1,1
3139,2013,1197.0,78.9,5.0,4.64,0,0,0,1,1
3140,2016,1498.0,98.6,5.0,5.27,1,0,0,0,1
3141,2016,2179.0,148.0,7.0,10.0,1,0,0,0,1
3142,2015,1198.0,86.8,5.0,3.95,0,0,0,1,1
3143,2010,1197.0,80.0,5.0,3.38,0,0,0,1,1
3144,2018,1390.0,120.33,5.0,16.8,0,0,0,1,1
3145,2010,1198.0,88.8,5.0,1.99,0,0,0,1,1
3146,2017,1197.0,82.0,5.0,5.84,0,0,0,1,1
3147,2016,2993.0,270.9,5.0,36.15,1,0,0,0,0
3148,2014,2179.0,187.7,5.0,25.7,1,0,0,0,0
3149,2013,2179.0,140.0,7.0,9.24,1,0,0,0,1
3150,2015,1598.0,118.0,5.0,7.65,1,0,0,0,1
3151,2015,1968.0,174.33,5.0,25.31,1,0,0,0,0
3152,2013,1461.0,108.45,5.0,4.75,1,0,0,0,1
3153,2014,1197.0,85.8,5.0,6.69,0,0,0,1,1
3154,2012,1198.0,73.9,5.0,3.1,0,0,0,1,1
3155,2012,796.0,35.0,8.0,1.55,0,0,0,1,1
3156,2019,1197.0,81.86,5.0,6.84,0,0,0,1,0
3157,2014,624.0,37.5,4.0,1.6,0,0,0,1,1
3158,2017,1395.0,147.51,5.0,21.73,0,0,0,1,0
3159,2015,1198.0,74.0,5.0,4.75,0,0,0,1,1
3160,2015,796.0,47.3,5.0,2.45,0,0,0,1,1
3161,2019,1496.0,113.98,5.0,31.55,1,0,0,0,0
3162,2012,1968.0,140.8,5.0,10.25,1,0,0,0,0
3163,2019,2198.0,158.0,7.0,27.36,1,0,0,0,1
3164,2013,1499.0,110.0,5.0,6.5,0,0,0,1,1
3165,2016,1197.0,82.0,5.0,4.25,0,0,0,1,1
3166,2014,1199.0,82.4,5.0,5.5,0,0,0,1,1
3167,2015,1197.0,83.14,5.0,4.0,0,0,0,1,1
3168,2017,1193.0,88.7,5.0,4.65,0,0,0,1,1
3169,2015,2143.0,170.0,5.0,28.5,1,0,0,0,0
3170,2014,1998.0,163.7,5.0,7.11,1,0,0,0,1
3171,2013,1248.0,73.9,5.0,3.9,1,0,0,0,1
3172,2017,1197.0,81.86,5.0,5.6,0,0,0,1,1
3173,2012,1248.0,73.75,5.0,2.25,1,0,0,0,1
3174,2011,1582.0,126.32,5.0,3.9,1,0,0,0,1
3175,2014,2993.0,270.9,5.0,28.63,1,0,0,0,0
3176,2013,1798.0,157.75,5.0,7.25,0,0,0,1,0
3177,2006,998.0,67.1,5.0,2.0,0,0,0,1,1
3178,2011,1198.0,73.9,5.0,3.5,0,0,0,1,1
3179,2011,1799.0,130.2,5.0,5.0,0,0,0,1,1
3180,2015,1196.0,63.0,5.0,3.72,0,0,0,0,1
3181,2014,998.0,67.04,5.0,3.45,0,0,0,1,1
3182,2013,1248.0,74.0,5.0,4.5,1,0,0,0,1
3183,2018,1591.0,121.3,5.0,14.36,0,0,0,1,0
3184,2016,1197.0,82.0,5.0,5.5,0,0,0,1,1
3185,2013,1461.0,63.1,5.0,3.0,1,0,0,0,1
3186,2017,1197.0,81.86,5.0,6.08,0,0,0,1,1
3187,2013,1598.0,103.6,5.0,5.0,1,0,0,0,1
3188,2015,2982.0,168.5,7.0,20.25,1,0,0,0,0
3190,2018,2755.0,171.5,7.0,18.0,1,0,0,0,0
3191,2015,2143.0,107.3,5.0,17.5,1,0,0,0,0
3192,2013,814.0,55.2,5.0,2.1,0,0,0,1,1
3193,2012,1582.0,126.24,5.0,7.5,1,0,0,0,1
3194,2015,1496.0,113.98,4.0,24.77,1,0,0,0,0
3195,2015,1461.0,108.45,5.0,8.65,1,0,0,0,1
3196,2019,3198.0,197.0,7.0,35.5,1,0,0,0,0
3197,2014,1798.0,138.03,5.0,10.5,0,0,0,1,1
3198,2018,2179.0,155.0,7.0,13.0,1,0,0,0,1
3199,2012,2993.0,261.49,5.0,26.5,1,0,0,0,0
3200,2004,1061.0,64.0,5.0,1.4,0,0,0,1,1
3201,2017,1497.0,117.3,5.0,7.51,0,0,0,1,1
3202,2014,1248.0,74.0,5.0,4.3,1,0,0,0,1
3203,2015,1497.0,117.3,5.0,8.95,0,0,0,1,0
3204,2015,1248.0,88.76,7.0,6.91,1,0,0,0,1
3205,2016,1461.0,108.45,5.0,9.75,1,0,0,0,1
3206,2010,1248.0,73.9,5.0,4.0,1,0,0,0,1
3207,2011,1248.0,73.94,5.0,3.65,1,0,0,0,1
3208,2013,2179.0,140.0,7.0,10.75,1,0,0,0,1
3209,2015,1198.0,86.8,5.0,4.51,0,0,0,1,1
3210,2016,2987.0,165.0,5.0,49.22,1,0,0,0,0
3211,2014,1248.0,88.8,5.0,3.7,1,0,0,0,1
3212,2014,2494.0,102.0,7.0,12.99,1,0,0,0,1
3213,2015,1197.0,85.8,5.0,4.15,0,0,0,1,1
3214,2012,1591.0,121.3,5.0,4.4,0,0,0,1,1
3215,2015,1497.0,117.3,7.0,4.25,0,0,0,1,1
3216,2017,1198.0,86.7,5.0,4.25,0,0,0,1,1
3217,2017,1497.0,117.3,5.0,7.7,0,0,0,1,0
3218,2015,2179.0,187.7,5.0,39.75,1,0,0,0,0
3219,2017,1497.0,117.3,5.0,8.5,0,0,0,1,1
3220,2008,2997.0,231.1,5.0,7.0,0,0,0,1,0
3221,2002,1299.0,70.0,5.0,0.8,0,0,0,1,1
3222,2013,2982.0,168.5,7.0,15.25,1,0,0,0,1
3223,2008,998.0,66.1,5.0,2.25,0,0,0,1,1
3224,2016,1948.0,83.1,7.0,4.85,1,0,0,0,1
3225,2012,1497.0,116.3,5.0,6.42,0,0,0,1,0
3226,2012,1461.0,63.12,5.0,2.5,1,0,0,0,1
3227,2011,1582.0,126.32,5.0,5.75,1,0,0,0,0
3228,2003,796.0,37.0,4.0,0.5,0,0,0,1,1
3229,2015,2179.0,140.0,7.0,11.52,1,0,0,0,1
3230,2014,1248.0,88.8,5.0,4.5,1,0,0,0,1
3231,2013,1396.0,98.6,5.0,4.75,0,0,0,1,0
3232,2019,1582.0,126.2,5.0,13.54,1,0,0,0,1
3233,2015,2143.0,201.1,5.0,23.41,1,0,0,0,0
3234,2013,2982.0,168.5,7.0,19.25,1,0,0,0,0
3235,2015,1984.0,181.0,5.0,20.0,1,0,0,0,0
3236,2011,2143.0,203.0,5.0,13.0,1,0,0,0,0
3237,2010,2354.0,180.0,5.0,3.99,0,0,0,1,1
3238,2015,1498.0,98.6,5.0,4.65,1,0,0,0,1
3239,2013,1248.0,73.75,5.0,4.65,1,0,0,0,1
3240,2013,1197.0,85.8,5.0,3.15,0,0,0,1,1
3241,2013,1798.0,138.1,5.0,8.25,0,0,0,1,0
3242,2012,4367.0,335.3,5.0,65.0,1,0,0,0,0
3243,2012,1248.0,74.0,5.0,4.5,1,0,0,0,1
3244,2017,1956.0,170.0,5.0,17.5,1,0,0,0,1
3245,2016,1197.0,81.8,5.0,4.31,0,0,0,1,1
3246,2016,1199.0,88.7,5.0,6.2,0,0,0,1,1
3248,2011,1198.0,73.9,5.0,3.32,0,0,0,1,1
3249,2011,1799.0,130.0,5.0,3.75,0,0,0,1,0
3250,2013,1496.0,88.73,5.0,4.7,0,0,0,1,1
3251,2016,1591.0,121.3,5.0,6.5,0,0,0,1,1
3252,2009,2494.0,102.0,8.0,7.25,1,0,0,0,1
3253,2016,1598.0,118.0,5.0,8.94,1,0,0,0,1
3254,2018,1194.0,94.68,5.0,7.34,0,0,0,1,1
3255,2016,1197.0,83.1,5.0,6.9,0,0,0,1,1
3256,2016,1199.0,88.7,5.0,5.9,0,0,0,1,1
3257,2013,1582.0,126.3,5.0,6.75,1,0,0,0,0
3258,2014,1498.0,98.6,5.0,4.1,1,0,0,0,1
3259,2017,1968.0,147.51,5.0,27.0,1,0,0,0,0
3260,2014,1598.0,103.52,5.0,4.5,0,0,0,1,1
3261,2013,1968.0,174.33,5.0,14.5,1,0,0,0,0
3262,2014,1248.0,74.0,5.0,5.25,1,0,0,0,1
3263,2012,1248.0,74.0,5.0,1.2,1,0,0,0,1
3264,2006,2494.0,100.6,8.0,4.95,1,0,0,0,1
3265,2013,1461.0,108.45,5.0,7.5,1,0,0,0,1
3266,2015,2996.0,333.0,4.0,48.0,0,0,0,1,0
3267,2015,1498.0,98.6,5.0,4.45,1,0,0,0,1
3268,2018,2987.0,254.79,5.0,59.65,1,0,0,0,0
3269,2015,1248.0,73.94,5.0,4.38,1,0,0,0,1
3270,2016,1248.0,88.5,5.0,7.9,1,0,0,0,1
3271,2008,1086.0,62.0,5.0,1.88,0,0,0,1,1
3273,2018,1197.0,83.1,5.0,7.29,0,0,0,1,0
3274,2012,1498.0,88.7,5.0,6.0,1,0,0,0,1
3275,2011,2179.0,140.0,7.0,6.7,1,0,0,0,1
3276,2009,796.0,46.3,5.0,1.5,0,0,0,1,1
3277,2016,1496.0,113.98,4.0,23.8,1,0,0,0,0
3278,2014,2179.0,140.0,7.0,7.77,1,0,0,0,1
3279,2012,1086.0,62.1,5.0,3.32,0,0,0,1,1
3280,2015,1248.0,74.0,5.0,4.94,1,0,0,0,1
3281,2013,2143.0,107.3,5.0,11.0,1,0,0,0,0
3282,2016,799.0,53.3,5.0,3.4,0,0,0,1,1
3283,2013,1248.0,74.0,5.0,4.17,1,0,0,0,1
3284,2005,993.0,60.0,5.0,1.25,0,0,0,1,1
3285,2016,1197.0,82.0,5.0,5.45,0,0,0,1,0
3286,2012,1248.0,88.8,5.0,2.59,1,0,0,0,1
3287,2015,2179.0,140.0,7.0,12.01,1,0,0,0,1
3288,2010,1197.0,85.8,5.0,2.45,0,0,0,1,1
3289,2015,1968.0,174.33,5.0,29.0,1,0,0,0,0
3291,2010,2143.0,170.0,5.0,11.99,1,0,0,0,0
3292,2015,1497.0,117.3,5.0,7.9,0,0,0,1,0
3293,2010,2494.0,102.0,7.0,6.25,1,0,0,0,1
3294,2011,1199.0,79.4,5.0,1.8,0,0,0,1,1
3295,2013,998.0,58.16,5.0,2.8,0,0,0,0,1
3296,2015,1199.0,88.7,5.0,4.9,0,0,0,1,1
3297,2010,1198.0,75.0,5.0,2.25,0,0,0,1,1
3298,2017,1373.0,91.1,5.0,8.89,0,0,0,1,0
3299,2012,2982.0,168.5,7.0,15.0,1,0,0,0,0
3300,2018,1498.0,99.0,5.0,5.65,1,0,0,0,1
3301,2014,1248.0,88.8,7.0,7.0,1,0,0,0,1
3302,2016,796.0,47.3,5.0,2.95,0,0,0,1,1
3303,2013,1198.0,86.8,5.0,3.3,0,0,0,1,1
3304,2010,1493.0,110.0,5.0,3.5,1,0,0,0,1
3305,2007,1493.0,100.0,5.0,2.3,0,0,0,1,1
3306,2017,1582.0,126.2,5.0,13.69,1,0,0,0,1
3307,2013,1364.0,67.06,5.0,3.1,1,0,0,0,1
3308,2014,2359.0,198.25,5.0,12.75,0,0,0,1,1
3309,2017,1582.0,126.2,5.0,13.75,1,0,0,0,1
3310,2017,1199.0,88.7,5.0,6.75,0,0,0,1,1
3311,2014,1598.0,103.6,5.0,5.25,1,0,0,0,1
3312,2015,2179.0,140.0,7.0,8.75,1,0,0,0,1
3313,2017,1493.0,100.0,7.0,8.87,1,0,0,0,1
3314,2010,2354.0,142.0,5.0,6.5,0,0,0,1,0
3315,2012,1248.0,88.76,7.0,4.5,1,0,0,0,1
3316,2012,2696.0,162.0,7.0,12.5,1,0,0,0,1
3317,2014,2982.0,168.5,7.0,16.8,1,0,0,0,0
3318,2016,1248.0,88.8,7.0,8.75,1,0,0,0,1
3319,2013,1582.0,126.24,5.0,8.5,1,0,0,0,0
3320,2011,1197.0,78.9,5.0,2.21,0,0,0,1,1
3321,2012,796.0,34.2,5.0,1.6,0,0,0,1,1
3322,2016,1198.0,86.7,5.0,6.25,0,0,0,1,0
3323,2007,1799.0,130.0,5.0,2.25,0,0,0,1,0
3324,2019,2143.0,136.0,5.0,25.75,1,0,0,0,0
3325,2010,1798.0,157.8,5.0,6.75,0,0,0,1,1
3326,2015,1248.0,88.5,5.0,6.25,1,0,0,0,1
3327,2013,1498.0,89.84,5.0,5.1,1,0,0,0,1
3328,2009,2987.0,224.34,5.0,10.75,1,0,0,0,0
3329,2016,1120.0,70.0,5.0,5.7,1,0,0,0,1
3330,2013,1598.0,105.0,5.0,5.95,1,0,0,0,1
3331,2012,936.0,56.3,5.0,2.4,1,0,0,0,1
3332,2013,1493.0,100.0,7.0,3.49,1,0,0,0,1
3333,2011,1197.0,80.0,5.0,4.0,0,0,0,1,0
3334,2013,1364.0,67.04,5.0,3.85,1,0,0,0,1
3335,2010,1794.0,138.1,5.0,3.95,0,0,0,1,0
3336,2013,1197.0,78.9,5.0,3.0,0,0,0,1,1
3337,2018,1196.0,86.8,5.0,6.7,0,0,0,1,1
3338,2016,1197.0,85.8,5.0,6.14,0,0,0,1,1
3339,2012,1396.0,98.6,5.0,4.4,0,0,0,1,0
3340,2017,1248.0,74.0,5.0,4.25,1,0,0,0,1
3341,2010,4395.0,402.0,5.0,25.93,0,0,0,1,0
3342,2016,1598.0,118.0,5.0,7.0,1,0,0,0,1
3343,2017,2982.0,168.5,7.0,25.12,1,0,0,0,0
3344,2017,998.0,68.05,5.0,4.45,0,0,0,1,1
3345,2011,1396.0,90.0,5.0,2.4,1,0,0,0,1
3346,2012,1598.0,103.6,5.0,4.33,1,0,0,0,1
3347,2017,1197.0,83.14,5.0,6.93,0,0,0,1,0
3348,2014,1396.0,90.0,5.0,4.25,1,0,0,0,1
